Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd Packets/s,Min Packet Length,FIN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Active Std,Idle Std,Label_cleaned
7773047,5,30,6,0,0,3.859490365,0.643248394,1943261.75,312,312,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,954.0,0.0,0.0,1
4948,3,26,0,4380,0,2349838.319,1818.916734,618.5,13,79,4888,977.6,0,1212.611156,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
143397,49,1319,0,4344,0,797785.1698,753.1538317,1340.158879,1,1,120273,2073.672414,0,411.4451488,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142726,49,1325,0,2896,0,740705.9681,763.7010776,1321.537037,1,1,119443,2024.457627,0,420.3859143,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
70539703,2,113,55,136,111,5.103508871,0.056705654,23500000.0,23676,70500000,70500000,70500000.0,0,0.028352827,55,0,0,0,0,1,-1,-1,20,48059.0,0.0,0.0,0
714427,3,26,0,8760,0,16274.58089,9.798061943,119071.1667,49,255,714341,238113.6667,0,5.598892539,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
13199,3,26,0,5840,0,880900.0682,606.1065232,1885.571429,9,554,12948,3237.0,0,378.816577,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
2728958,4,24,6,0,0,8.794565545,1.465760924,909652.6667,246,246,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
82814,4,192,48,64,64,3864.080952,72.45151786,16562.8,1,1,49,49.0,0,24.15050595,48,0,0,0,0,0,-1,-1,32,0.0,0.0,0.0,0
23822,23,138,6,4344,0,2559314.919,2140.87818,476.44,2,48,23759,879.962963,0,1175.384099,0,1,0,0,0,1,0,61,20,0.0,0.0,0.0,0
9327760,5,30,6,0,0,3.216206249,0.536034375,2331940.0,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1988.0,0.0,0.0,1
1271648,3,26,0,5840,0,9147.971766,7.077430232,158956.0,3,49,1271544,254308.8,0,4.718286822,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
949223,3,26,0,5840,0,12255.28669,9.48143903,118652.875,3,4,949178,189835.6,0,6.320959353,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
142790,50,1331,0,2896,0,780979.0602,763.3587786,1322.12963,1,1,119621,2062.431034,0,413.1942013,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
989087,3,26,0,5840,0,11761.35163,10.11033408,109898.5556,2,3,988992,164832.0,0,7.077233853,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
161,2,12,6,0,0,74534.16149,12422.36025,161.0,161,161,0,0.0,0,0.0,6,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
4722112,1611,17848,0,4380,0,730934.5903,750.9351748,1332.048519,0,0,4698327,2429.331437,0,409.7742705,0,0,1,0,0,1,8192,2454,20,0.0,0.0,0.0,0
343723,13,1040,0,1430,0,16760.5892,75.642305,13748.92,1,48,230357,19196.41667,0,37.8211525,0,0,1,0,0,1,8192,360,20,0.0,0.0,0.0,0
122269,1,38,38,119,119,1284.054012,16.35737595,122269.0,122269,0,0,0.0,0,8.178687975,38,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
35739,4,517,0,0,0,14465.98954,139.903187,8934.75,88,391,0,0.0,0,27.9806374,0,0,1,0,0,0,29200,28960,32,0.0,0.0,0.0,0
180,2,74,37,53,53,1000000.0,22222.22222,60.0,4,4,48,48.0,0,11111.11111,37,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
3141898,4,24,6,0,0,7.638694827,1.273115805,1047299.333,240,240,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
1655971,3,26,0,5840,0,7024.881474,5.434877785,206996.375,3,48,1655835,331167.0,0,3.623251856,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
79690,3,26,0,7215,0,145978.1654,100.3890074,11384.28571,4,116,79667,19916.75,0,62.74312963,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
1,2,0,0,0,0,0.0,2000000.0,1.0,1,1,0,0.0,0,0.0,0,0,0,1,0,0,130,-1,32,0.0,0.0,0.0,0
23970,1,52,52,113,113,6883.604506,83.43763037,23970.0,23970,0,0,0.0,0,41.71881519,52,0,0,0,0,1,-1,-1,40,0.0,0.0,0.0,0
189,2,74,37,101,101,1460317.46,21164.02116,63.0,2,49,2,2.0,0,10582.01058,37,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
841586,3,26,0,4380,0,13815.58153,10.69409425,105198.25,14,306,841547,168309.4,0,7.129396164,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
386530,3,26,0,10135,0,30080.45947,18.10984917,64421.66667,17,562,386513,128837.6667,0,10.34848524,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
216,2,78,39,119,119,1462962.963,18518.51852,72.0,3,3,3,3.0,0,9259.259259,39,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
4521670,5,117,0,41,41,34.94284191,1.326943364,904334.0,3,3,0,0.0,1,0.221157227,0,0,0,1,0,0,1444,309,32,0.0,0.0,0.0,0
810432,3,26,0,5840,0,14346.66943,11.10518834,101304.0,15,192,810340,162068.0,0,7.403458896,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
142702,44,1307,0,4344,0,720410.3657,679.7381957,1486.479167,1,1,119585,2299.711538,0,371.403344,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
918990,3,26,0,4380,0,12658.46201,9.793360102,114873.75,3,48,918887,183777.4,0,6.528906735,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
6448146,4,24,6,0,0,3.722000091,0.620333349,2149382.0,204,204,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,653.0,0.0,0.0,1
915747,3,26,0,7215,0,12703.29032,8.736037355,130821.0,4,228,915686,228921.5,0,5.460023347,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
999557,3,26,0,5840,0,11632.15304,9.003988767,124944.625,15,344,999530,199906.0,0,6.002659178,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
176,2,82,41,104,104,1647727.273,22727.27273,58.66666667,3,3,48,48.0,0,11363.63636,41,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
109869486,5,167,0,1528,0,15.48200562,0.072813665,15700000.0,48,57,23863,11931.5,0,0.027305125,0,0,1,0,0,0,65535,946,20,0.0,0.0,0.0,0
1367325,3,26,0,5840,0,8507.852925,6.582195162,170915.625,3,63,1367179,273435.8,0,4.388130108,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
128083,3,26,0,5840,0,90823.91887,70.26693628,16010.375,2,94,127995,25599.0,0,46.84462419,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
1079730,4,24,6,0,0,22.22777917,3.704629861,359910.0,270,270,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
23845,1,55,55,116,116,7171.314741,83.87502621,23845.0,23845,0,0,0.0,0,41.93751311,55,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,1,0,0,360,-1,20,0.0,0.0,0.0,0
142291,43,1301,0,2910,0,732723.7844,723.8686916,1395.009804,0,1,119341,2022.728814,0,421.6710825,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
7115266,5,30,6,0,0,4.216286503,0.702714417,1778816.5,225,225,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1244.0,0.0,0.0,1
275,2,80,40,145,145,1345454.545,14545.45455,91.66666667,3,4,3,3.0,0,7272.727273,40,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
4026434,4,24,6,0,0,5.960609313,0.993434886,1342144.667,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
58385,3,26,0,5840,0,199246.3818,154.1491822,7298.125,3,18,58341,11668.2,0,102.7661214,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
61898,3,26,0,5840,0,187938.2209,129.2448867,8842.571429,3,97,61836,15459.0,0,80.77805422,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
1333970,41,2664,0,976,0,7210.057198,62.22028981,16267.92683,1,1,382495,9329.146341,0,31.48496593,0,0,1,0,0,1,29200,243,32,0.0,0.0,0.0,0
7909544,5,30,6,0,0,3.792886164,0.632147694,1977386.0,228,228,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,973.0,0.0,0.0,1
59914,1,48,48,103,103,2520.279067,33.38117969,59914.0,59914,0,0,0.0,0,16.69058985,48,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
6762043,4,24,6,0,0,3.549223216,0.591537203,2254014.333,215,215,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,530.0,0.0,0.0,1
61843,4,252,63,147,147,13582.78221,129.3598305,8834.714286,1,1,38174,12724.66667,0,64.67991527,63,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
434298,9,549,0,1420,0,8551.73176,39.14362949,27143.625,3,3,318559,45508.42857,0,18.42053152,0,0,1,0,0,0,8192,123,20,0.0,0.0,0.0,0
23194,1,45,45,123,123,7243.252565,86.22919721,23194.0,23194,0,0,0.0,0,43.1145986,45,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
7010466,4,24,6,0,0,3.423452877,0.57057548,2336822.0,253,253,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,568.0,0.0,0.0,1
822438,3,26,0,5755,0,14144.53126,10.94307413,102804.75,3,215,822276,164455.2,0,7.295382752,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
1154468,2,12,6,0,0,10.39439811,1.732399685,1154468.0,1154468,1154468,0,0.0,0,0.0,6,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
8439207,4,24,6,0,0,2.843869098,0.473978183,2813069.0,191,191,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,672.0,0.0,0.0,1
126188,20,176,0,52,0,4881.605224,356.6107712,2867.909091,1,1,126048,5252.0,0,198.1170951,0,0,1,0,0,1,29200,227,32,0.0,0.0,0.0,0
2524594,5,30,6,0,0,11.88309883,1.980516471,631148.5,272,272,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
3012634,4,24,6,0,0,7.966450621,1.32774177,1004211.333,3,3,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
881291,3,26,0,7300,0,13193.14506,10.21229083,110161.375,4,4,881156,176231.2,0,6.808193888,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
701873,3,26,0,5840,0,16565.67499,11.39807344,100267.5714,46,283,701826,175456.5,0,7.1237959,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
101128,2,74,37,89,89,2491.891464,39.55383277,33709.33333,1,1,3,3.0,0,19.77691638,37,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
1658555,3,26,0,4380,0,7013.936831,5.426410339,207319.375,2,4,1658507,331701.4,0,3.617606893,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
23441,1,45,45,100,100,6185.742929,85.32059212,23441.0,23441,0,0,0.0,0,42.66029606,45,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
4021871,4,24,6,0,0,5.967371902,0.994561984,1340623.667,4,4,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
157837,3,26,0,4380,0,73702.61726,57.02085062,19729.625,11,57,157735,31547.0,0,38.01390042,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
865355,3,26,0,5840,0,13443.03783,10.40035592,108169.375,4,67,865199,173039.8,0,6.933570616,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
691234,3,26,0,11595,0,16829.32263,10.12681668,115205.6667,4,4,691189,230396.3333,0,5.786752388,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
9659865,4,24,6,0,0,2.484506771,0.414084462,3219955.0,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,2.0,0.0,0.0,1
11952349,5,30,6,0,0,2.509966869,0.418327812,2988087.25,273,273,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1175.0,0.0,0.0,1
24058,27,162,6,4344,0,2534624.657,2369.274254,429.6071429,1,48,23982,826.9655172,0,1246.986449,0,1,0,0,0,1,0,61,20,0.0,0.0,0.0,0
25200,4,180,45,115,115,25396.8254,317.4603175,3600.0,3,3,25002,8334.0,0,158.7301587,45,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
313,2,90,45,103,103,945686.901,12779.55272,104.3333333,2,10,2,2.0,0,6389.776358,45,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
876728,3,26,0,5840,0,13261.80982,10.26544151,109591.0,4,4,876635,175327.0,0,6.84362767,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
3726506,5,30,6,0,0,8.050436522,1.34173942,931626.5,270,270,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
82618,12,1169,0,4344,0,191072.1635,290.493597,3592.086957,4,4,51250,4659.090909,0,145.2467985,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
142443,47,1325,0,4344,0,721846.6334,716.075904,1410.326733,1,48,119052,2204.666667,0,386.11936,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
821607,3,26,0,4380,0,14158.8375,10.95414231,102700.875,3,3,821588,164317.6,0,7.302761539,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
559,1,47,47,134,134,323792.4866,3577.817531,559.0,559,0,0,0.0,0,1788.908766,47,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
911097,3,26,0,10135,0,12768.12458,8.780623797,130156.7143,8,63,911081,227770.25,0,5.487889873,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
998704,3,26,0,5840,0,11642.08815,9.011679136,124838.0,14,334,998664,199732.8,0,6.007786091,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
1038783,3,26,0,5840,0,11198.68153,8.663984682,129847.875,3,4,1038775,207755.0,0,5.775989788,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
200946,47,1325,0,2896,0,504483.7917,512.5755178,1970.058824,1,1,177806,3232.836364,0,278.6818349,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
705595,3,26,0,7215,0,16486.79483,11.33794882,100799.2857,4,43,705546,176386.5,0,7.086218015,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
7641837,4,24,6,0,0,3.140606113,0.523434352,2547279.0,4,4,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1009.0,0.0,0.0,1
245,2,94,47,175,175,1812244.898,16326.53061,81.66666667,48,49,48,48.0,0,8163.265306,47,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
343,2,62,31,159,159,1107871.72,11661.80758,114.3333333,4,48,4,4.0,0,5830.90379,31,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
170,2,98,49,65,65,1341176.471,23529.41176,56.66666667,3,3,48,48.0,0,11764.70588,49,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
48326,1,44,44,102,102,3021.148036,41.38558954,48326.0,48326,0,0,0.0,0,20.69279477,44,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
23422,1,57,57,121,121,7599.692597,85.38980446,23422.0,23422,0,0,0.0,0,42.69490223,57,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
3983206,4,24,6,0,0,6.02529721,1.004216202,1327735.333,330,330,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
1088992,4,24,6,0,0,22.03872939,3.673121566,362997.3333,981,981,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
392622,3,26,0,11595,0,29629.00703,17.8288532,65437.0,3,3,392530,130843.3333,0,10.18791611,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
6029868,5,30,6,0,0,4.975233289,0.829205548,1507467.0,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1504.0,0.0,0.0,1
12039688,5,30,6,0,0,2.491758923,0.415293154,3009922.0,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1000.0,0.0,0.0,1
142601,45,1301,0,4344,0,781803.7742,715.2825015,1411.891089,1,1,119403,2132.196429,0,399.716692,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
961967,3,26,0,5840,0,12086.6932,9.355830294,120245.875,17,17,961934,192386.8,0,6.237220196,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
6438204,5,30,6,0,0,4.659684595,0.776614099,1609551.0,248,248,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1182.0,0.0,0.0,1
61496,1,50,50,66,66,1886.301548,32.52244048,61496.0,61496,0,0,0.0,0,16.26122024,50,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
67118,4,188,47,128,128,6615.214994,89.39479722,13423.6,1,1,3,3.0,0,29.79826574,47,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
11335601,5,30,6,0,0,2.646529284,0.441088214,2833900.25,0,0,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,2065.0,0.0,0.0,1
593076,3,26,0,11595,0,19614.68682,11.80287181,98846.0,3,3,593035,197678.3333,0,6.744498176,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
8897774,5,30,6,0,0,3.371629803,0.561938301,2224443.5,3,3,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,4992.0,0.0,0.0,1
24707,3,26,0,5840,0,470838.224,323.7948759,3529.571429,3,3,24652,6163.0,0,202.3717975,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
29940,3,26,0,8675,0,388543.7542,267.2010688,4277.142857,3,30,29863,7465.75,0,167.000668,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
123,2,12,6,0,0,97560.97561,16260.1626,123.0,123,123,0,0.0,0,0.0,6,0,0,1,0,0,63851,-1,20,0.0,0.0,0.0,0
23768,2,56,28,60,60,7404.91417,168.2935039,7922.666667,3,4,3,3.0,0,84.14675194,28,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
1054149,3,26,0,5840,0,11035.44186,8.537692489,131768.625,2,3,1054025,210805.0,0,5.691794993,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
855363,3,26,0,4380,0,13600.07389,10.52184862,106920.375,17,90,855280,171056.0,0,7.014565746,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
65421743,24,1802,0,2788,0,379.7972793,0.748986465,1362952.979,4,74,65400000,2723423.125,0,0.382135951,0,0,1,0,0,1,8192,72,20,7356770.0,0.0,0.0,0
60287,1,48,48,111,111,2637.384511,33.17464793,60287.0,60287,0,0,0.0,0,16.58732397,48,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
6688503,4,24,6,0,0,3.588246877,0.598041146,2229501.0,307,307,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,716.0,0.0,0.0,1
668873,3,26,0,7300,0,17391.94137,11.960417,95553.28571,2,4,668816,167204.0,0,7.475260625,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
12876618,4,24,6,0,0,1.863843441,0.310640573,4292206.0,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,2.0,0.0,0.0,1
670265,3,26,0,4380,0,17355.82195,13.42752493,83783.125,3,3,670104,134020.8,0,8.951683289,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
24759,1,60,60,76,76,5492.952058,80.77870673,24759.0,24759,0,0,0.0,0,40.38935337,60,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
35051,3,26,0,2920,0,331716.6415,256.7687085,4381.375,4,321,35047,7009.4,0,171.179139,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
142241,43,1313,0,4344,0,702427.5701,681.9412124,1481.677083,1,15,118989,2245.075472,0,379.637376,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
166147,4,24,6,0,0,144.4503963,24.07506606,55382.33333,315,315,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
144905,49,1343,0,4344,0,769662.8826,745.3158966,1354.252336,1,1,121742,2099.0,0,407.1633139,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
7006987,4,24,6,0,0,3.425152637,0.570858773,2335662.333,290,290,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,720.0,0.0,0.0,1
118573,21,1169,0,4344,0,377370.9023,396.3802889,2577.673913,2,48,95245,3809.8,0,219.2742024,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
50361,1,62,62,90,90,3018.208534,39.71327019,50361.0,50361,0,0,0.0,0,19.85663509,62,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
97535,3,26,0,11595,0,119270.0056,71.76910853,16255.83333,4,4,97458,32486.0,0,41.01091916,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
1159857,4,24,6,0,0,20.69220602,3.448701004,386619.0,260,260,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
143476,49,1331,0,4344,0,767250.2718,738.7995205,1366.438095,1,1,119641,2136.446429,0,397.2789874,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
80672,4,24,6,0,0,297.5009917,49.58349861,26890.66667,332,332,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
700479,3,26,0,8675,0,16607.20735,11.42075637,100068.4286,4,4,700395,175098.75,0,7.13797273,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
62,1,0,0,0,0,0.0,32258.06452,62.0,62,0,0,0.0,0,16129.03226,0,0,0,1,1,1,378,558,32,0.0,0.0,0.0,0
23502,1,52,52,68,68,5105.94843,85.0991405,23502.0,23502,0,0,0.0,0,42.54957025,52,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
99795,3,26,0,10135,0,116568.9664,80.16433689,14256.42857,3,3,99678,24919.5,0,50.10271056,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
157322,3,26,0,5840,0,73943.88579,57.20751071,19665.25,3,58,157225,31445.0,0,38.13834047,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
1111691,5,30,6,0,0,26.98591605,4.497652675,277922.75,989,989,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
123402,44,1313,0,4344,0,786194.7132,761.7380594,1326.903226,2,3,100311,2047.163265,0,405.1798188,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
23604,1,43,43,75,75,4999.152686,84.73140146,23604.0,23604,0,0,0.0,0,42.36570073,43,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
5181899,5,30,6,0,0,5.78938339,0.964897232,1295474.75,3,3,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1315.0,0.0,0.0,1
500825,3,26,0,5840,0,23227.67434,17.97034892,62603.125,3,3,500641,100128.2,0,11.98023262,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
1548355,3,26,0,7215,0,7513.134908,5.16677377,221193.5714,3,49,1548264,387066.0,0,3.229233606,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
916963,3,26,0,11595,0,12686.44427,7.633895806,152827.1667,3,3,916917,305639.0,0,4.362226175,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
6036893,4,24,6,0,0,3.975554975,0.662592496,2012297.667,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,3823.0,0.0,0.0,1
6088411,5,30,6,0,0,4.927394028,0.821232338,1522102.75,200,200,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1782.0,0.0,0.0,1
376239,3,26,0,7300,0,30903.22906,21.26308012,53748.42857,11,438,376228,94057.0,0,13.28942507,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
199037,47,1325,0,2896,0,509322.3873,552.661063,1826.027523,0,0,175945,2837.822581,0,316.5240634,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
3179936,5,30,6,0,0,9.434152134,1.572358689,794984.0,3,3,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
869237,3,26,0,5840,0,13383.00141,10.35390808,108654.625,48,109,869048,173809.6,0,6.902605388,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
49777,1,78,78,162,162,4821.503907,40.17919923,49777.0,49777,0,0,0.0,0,20.08959961,78,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
23143,1,43,43,91,91,5790.087716,86.41921963,23143.0,23143,0,0,0.0,0,43.20960982,43,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
3895966,5,135,6,46,46,46.45831098,1.540054508,779193.2,4,4,0,0.0,1,0.256675751,6,0,0,1,0,0,258,360,20,0.0,0.0,0.0,0
227,2,60,30,132,132,1427312.775,17621.14537,75.66666667,48,49,48,48.0,0,8810.572687,30,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
1632,3,26,0,4380,0,7128063.725,5514.705882,204.0,3,48,1466,293.2,0,3676.470588,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
122673,39,1295,0,4344,0,790720.0443,717.354267,1410.034483,1,1,99723,2077.5625,0,399.4358987,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
10401308,4,24,6,0,0,2.307402108,0.384567018,3467102.667,367,367,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,768.0,0.0,0.0,1
10951468,4,24,6,0,0,2.191487023,0.365247837,3650489.333,337,337,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,795.0,0.0,0.0,1
3895052,5,135,6,46,46,46.46921273,1.540415892,779010.4,3,3,0,0.0,1,0.256735982,6,0,0,1,0,0,255,360,20,0.0,0.0,0.0,0
1292844,3,26,0,4380,0,8997.992024,6.961396735,161605.5,3,4,1292719,258543.8,0,4.640931156,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
143745,49,1331,0,4344,0,775790.4623,751.3304811,1343.411215,2,2,120164,2071.793103,0,410.4490591,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
4,2,12,6,0,0,3000000.0,500000.0,4.0,4,4,0,0.0,0,0.0,6,0,0,1,0,0,32,-1,20,0.0,0.0,0.0,0
117138689,22,3150,0,1510,0,54.08119259,0.341475565,3003556.128,3,3,112000000,6559544.941,0,0.153664004,0,0,1,0,0,0,8192,1100,20,122522.0,342378.8981,1271197.732,0
705955,3,26,0,7300,0,16478.38743,11.33216706,100850.7143,2,2,705907,176476.75,0,7.082604415,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
